iata,name,country,size_m_pax_2025,screen_state,listed
OIR,OIR,,0.03,not_assessed,True
OIT,Oita,JP,2.01,not_assessed,True
OKA,Okinawa,JP,22.85,headroom,True
OKC,Oklahoma City,US,4.73,tightening,True
OKD,OKD,,0.69,not_assessed,True
OKE,OKE,,0.25,not_assessed,True
OKI,OKI,,0.08,not_assessed,True
OKJ,Okayama,JP,1.51,not_assessed,True
OKL,,,,not_assessed,False
OLB,Olbia,IT,4.03,tightening,True
OLF,,US,,not_assessed,False
OLG,,,,not_assessed,False
OLH,,US,,not_assessed,False
OLP,Olympic Dam,AU,0.09,not_assessed,True
OLX,,,,not_assessed,False
OMA,Omaha,US,5.38,headroom,True
OMC,,,,too_short,False
OMD,,,,not_assessed,False
OME,,US,,not_assessed,False
OMH,Urumiyeh,IR,0.13,not_assessed,True
OMR,Oradea,RO,0.28,not_assessed,True
OMS,Omsk,RU,1.29,not_assessed,True
OND,Ondangwa,NA,,not_assessed,True
ONJ,Odate Noshiro,JP,0.27,not_assessed,True
ONS,ONS,,,not_assessed,True
ONT,Ontario,US,7.55,tightening,True
OOK,,US,,not_assessed,False
OOL,Gold Coast,AU,5.91,headroom,True
OPF,,,,too_short,False
OPO,Porto,PT,15.46,headroom,True
OPS,Sinop,BR,0.45,not_assessed,True
ORD,Chicago,US,82.41,headroom,True
ORF,Norfolk,US,5.26,tightening,True
ORG,,,,not_assessed,False
ORH,,,,not_assessed,False
ORI,,US,,not_assessed,False
ORK,Cork,IE,3.37,headroom,True
ORN,Oran,DZ,2.46,headroom,True
ORU,,,,not_assessed,False
ORV,,US,,not_assessed,False
ORY,Paris,FR,34.72,at_ceiling,True
ORZ,,,,not_assessed,False
OSD,Are/ostersund,SE,0.28,not_assessed,True
OSJ,,,,not_assessed,False
OSL,Oslo,NO,27.8,at_ceiling,True
OSR,Ostrava,CZ,0.31,not_assessed,True
OSS,Osh,KG,1.97,not_assessed,True
OST,Oostende/Brugge,BE,0.34,not_assessed,True
OSW,,RU,,not_assessed,False
OSY,Namsos,NO,0.06,not_assessed,True
OTD,,PA,,not_assessed,False
OTH,,US,,not_assessed,False
OTI,,,,not_assessed,False
OTP,Bucharest,RO,16.24,headroom,True
OTR,,,,too_short,False
OTS,,,,too_short,False
OTZ,,US,,not_assessed,False
OUA,Ouagadougou,BF,1.03,not_assessed,True
OUD,Oujda,MA,1.12,not_assessed,True
OUL,Oulu,FI,0.64,not_assessed,True
OVB,Novosibirsk,RU,8.14,headroom,True
OVD,Asturias,ES,1.89,not_assessed,True
OVS,,RU,,too_short,False
OWB,,US,,not_assessed,False
OXB,Bissau,GW,0.2,not_assessed,True
OZC,Ozamis,PH,0.38,not_assessed,True
OZH,,,,not_assessed,False
OZZ,Ouarzazate,MA,0.17,not_assessed,True
PAB,PAB,,0.06,too_short,True
PAC,,PA,,not_assessed,False
PAD,Paderborn/Lippstadt,DE,0.56,not_assessed,True
PAE,,,,too_short,False
PAF,,,,too_short,False
PAG,Pagadian,PH,0.32,not_assessed,True
PAH,Paducah,US,0.03,not_assessed,True
PAP,,HT,,not_assessed,False
PAS,Paros,GR,0.35,not_assessed,True
PAT,Patna,IN,4.37,tightening,True
PAZ,Poza Rica,MX,,not_assessed,True
PBC,Puebla,MX,1.16,not_assessed,True
PBD,Porbandar,IN,,not_assessed,True
PBG,,US,,not_assessed,False
PBH,Paro,BT,0.44,not_assessed,True
PBI,West Palm Beach,US,8.89,tightening,True
PBM,Paramaribo,SR,0.57,not_assessed,True
PBO,Paraburdoo,AU,0.32,not_assessed,True
PBU,,,,not_assessed,False
PBZ,,,,not_assessed,False
PCL,Pucallpa,PE,0.71,not_assessed,True
PCN,,,,not_assessed,False
PCP,PCP,,0.04,not_assessed,True
PCQ,,,,not_assessed,False
PCR,Puerto Carreno,CO,0.05,not_assessed,True
PDA,Puerto Inirida,CO,0.05,not_assessed,True
PDG,Padang,ID,2.57,headroom,True
PDL,Ponta Delgada,PT,2.69,headroom,True
PDP,Punta del Este,UY,,not_assessed,True
PDS,,MX,,not_assessed,False
PDT,,US,,not_assessed,False
PDX,Portland,US,17.95,at_ceiling,True
PEC,,US,,not_assessed,False
PEE,Perm,RU,1.2,not_assessed,True
PEG,Perugia,IT,0.59,not_assessed,True
PEI,Pereira,CO,2.64,headroom,True
PEK,Beijing,CN,74.18,headroom,True
PEM,Puerto Maldonado,PE,0.57,not_assessed,True
PEN,Penang,MY,8.26,headroom,True
PER,Perth,AU,15.73,tightening,True
PES,,RU,,not_assessed,False
PET,Pelotas,BR,0.1,not_assessed,True
PEW,Peshawar,PK,1.26,not_assessed,True
PEZ,,RU,,not_assessed,False
PFB,Passo Fundo,BR,0.25,not_assessed,True
PFO,Paphos,CY,3.09,not_assessed,True
PGA,,US,,not_assessed,False
PGD,Punta Gorda,US,2.21,not_assessed,True
PGF,Perpignan,FR,0.53,not_assessed,True
PGH,PGH,,0.08,too_short,True
PGK,Pangkalpinang,ID,1.38,not_assessed,True
PGM,,US,,too_short,False
PGU,Asaloyeh,IR,0.33,not_assessed,True
PGV,,US,,not_assessed,False
PHC,Port Harcourt,NG,1.05,not_assessed,True
PHE,Port Hedland,AU,0.68,not_assessed,True
PHF,Newport News,US,0.12,not_assessed,True
PHL,Philadelphia,US,30.26,headroom,True
PHO,,US,,not_assessed,False
PHS,Phitsanulok,TH,0.55,not_assessed,True
PHW,,,,not_assessed,False
PHX,Phoenix,US,52.23,at_ceiling,True
PIA,Peoria,US,0.82,not_assessed,True
PIB,,US,,not_assessed,False
PIE,Tampa,US,2.75,not_assessed,True
PIH,Pocatello,US,0.06,not_assessed,True
PIK,Glasgow,GB,0.59,not_assessed,True
PIN,Parintins,BR,,not_assessed,True
PIR,,US,,not_assessed,False
PIS,Poitiers,FR,,not_assessed,True
PIT,Pittsburgh,US,10.42,headroom,True
PIU,Piura,PE,1.01,not_assessed,True
PIX,Pico Island,PT,0.23,not_assessed,True
PIZ,,US,,not_assessed,False
PJM,,CR,,not_assessed,False
PKA,,US,,not_assessed,False
PKB,,US,,not_assessed,False
PKC,Petropavlovsk,RU,0.78,not_assessed,True
PKE,Parkes,AU,0.04,not_assessed,True
PKN,,ID,,not_assessed,False
PKR,,NP,,not_assessed,False
PKU,Pekanbaru,ID,3.16,headroom,True
PKV,,,,too_short,False
PKX,,,,too_short,False
PKY,Palangkaraya,ID,1.01,not_assessed,True
PKZ,,LA,,not_assessed,False
PLJ,,BZ,,headroom,False
PLM,Palembang,ID,3.11,headroom,True
PLN,,US,,not_assessed,False
PLO,Port Lincoln,AU,0.24,not_assessed,True
PLQ,Klaipeda/Palanga,LT,0.44,not_assessed,True
PLS,,TC,,headroom,False
PLU,Belo Horizonte,,,not_assessed,False
PLW,,ID,,not_assessed,False
PLX,,KZ,,not_assessed,False
PLZ,Port Elizabeth,ZA,1.47,headroom,True
PMA,,,,not_assessed,False
PMC,Puerto Montt,CL,2.52,not_assessed,True
PMF,Milan,IT,,too_short,True
PMI,Palma de Mallorca,ES,29.87,at_ceiling,True
PMO,Palermo,IT,8.55,headroom,True
PMR,Palmerston North,NZ,0.53,not_assessed,True
PMV,,VE,,not_assessed,False
PMW,Palmas,BR,0.74,not_assessed,True
PMZ,,,,not_assessed,False
PNA,Pamplona,ES,0.22,not_assessed,True
PND,,BZ,,not_assessed,False
PNH,Phnom Penh,KH,,headroom,True
PNI,,FM,,not_assessed,False
PNK,Pontianak,ID,2.73,headroom,True
PNL,Pantelleria,IT,0.24,not_assessed,True
PNP,,PG,,not_assessed,False
PNQ,Pune,IN,10.65,tightening,True
PNR,Pointe-Noire,CG,0.71,not_assessed,True
PNS,Pensacola,US,3.24,tightening,True
PNT,,,,too_short,False
PNY,PNY,,0.09,not_assessed,True
PNZ,Petrolina,BR,0.46,not_assessed,True
POA,Porto Alegre,BR,7.61,headroom,True
POG,,GA,,not_assessed,False
POI,,,,not_assessed,False
POL,Pemba,MZ,0.09,not_assessed,True
POM,Port Moresby,PG,,headroom,True
POP,Puerto Plata,DO,0.75,not_assessed,True
POS,Port of Spain,TT,2.63,headroom,True
POZ,Poznan,PL,2.87,headroom,True
PPB,President Prudente,BR,0.26,not_assessed,True
PPG,Pago Pago,AS,0.13,not_assessed,True
PPK,,,,too_short,False
PPN,Popayan,CO,0.27,not_assessed,True
PPP,Proserpine,AU,0.52,not_assessed,True
PPQ,,NZ,,not_assessed,False
PPS,Puerto Princesa,PH,2.07,not_assessed,True
PPT,Papeete,PF,1.88,headroom,True
PPW,,GB,,not_assessed,False
PQC,Phuquoc,VN,5.59,headroom,True
PQI,,US,,not_assessed,False
PQQ,Port Macquarie,AU,0.22,not_assessed,True
PQS,,US,,not_assessed,False
PRA,PRA,,,too_short,True
PRC,,US,,not_assessed,False
PRG,Prague,CZ,16.12,tightening,True
PRH,,,,not_assessed,False
PRI,,SC,,not_assessed,False
PRN,Pristina,RS,3.01,not_assessed,True
PRY,,,,not_assessed,False
PSA,Pisa,IT,5.51,headroom,True
PSC,Pasco,US,1.04,not_assessed,True
PSE,Ponce,PR,0.18,not_assessed,True
PSG,,US,,not_assessed,False
PSJ,,,,not_assessed,False
PSM,,,,too_short,False
PSO,Pasto,CO,0.74,not_assessed,True
PSP,Palm Springs,US,3.64,headroom,True
PSR,Pescara,IT,1.07,not_assessed,True
PSS,Posadas,AR,0.34,not_assessed,True
PSU,,ID,,not_assessed,False
PTG,,ZA,,not_assessed,False
PTJ,,,,too_short,False
PTO,PTO,,0.04,too_short,True
PTP,Pointe-a-Pitre,GP,2.4,tightening,True
PTU,,US,,not_assessed,False
PTX,PTX,,0.06,too_short,True
PTY,Panama City,PA,20.17,headroom,True
PUB,,US,,not_assessed,False
PUE,,,,too_short,False
PUF,Pau,FR,0.25,not_assessed,True
PUJ,Punta Cana,DO,10.49,headroom,True
PUM,,,,not_assessed,False
PUQ,Punta Arenas,CL,0.85,not_assessed,True
PUS,Busan,KR,13.34,headroom,True
PUU,Puerto Asis,CO,0.16,not_assessed,True
PUW,,US,,not_assessed,False
PUY,Pula,HR,0.54,not_assessed,True
PUZ,,,,not_assessed,False
PVA,Providencia,CO,0.09,not_assessed,True
PVC,,US,,not_assessed,False
PVD,Providence,US,4.42,headroom,True
PVG,Shanghai,CN,82.71,headroom,True
PVH,Porto Velho,BR,0.59,not_assessed,True
PVK,Preveza/Lefkada,GR,,too_short,True
PVR,Puerto Vallarta,MX,6.84,headroom,True
PVU,,US,,not_assessed,False
PWM,Portland,US,2.56,headroom,True
PWQ,,KZ,,not_assessed,False
PXA,,,,not_assessed,False
PXM,Puerto Escondido,MX,0.95,not_assessed,True
PXO,Porto Santo,PT,0.2,not_assessed,True
PXU,Pleiku,VN,0.67,not_assessed,True
PYB,PYB,,0.02,too_short,True
PYC,,,,not_assessed,False
PZB,,ZA,,not_assessed,False
PZI,PZI,,0.22,not_assessed,True
PZL,,,,not_assessed,False
PZO,,VE,,not_assessed,False
PZU,,SD,,not_assessed,False
QBC,,CA,,not_assessed,False
QOW,Owerri,NG,0.47,not_assessed,True
QRO,Queretaro,MX,2.38,not_assessed,True
QRW,Warri,NG,0.11,not_assessed,True
QSF,Setif,DZ,0.29,not_assessed,True
QSR,Salerno,IT,0.37,too_short,True
QSZ,,,,not_assessed,False
QUO,,NG,,not_assessed,False
RAB,,PG,,not_assessed,False
RAE,Arar,SA,0.49,not_assessed,True
RAH,Rafha,SA,0.11,not_assessed,True
RAI,Praia,CV,0.8,not_assessed,True
RAJ,,,,not_assessed,False
RAK,Marrakech,MA,9.7,tightening,True
RAO,Ribeirao Preto,BR,0.73,not_assessed,True
RAP,,US,,not_assessed,False
RAQ,,,,not_assessed,False
RAR,Rarotonga Island,CK,0.51,not_assessed,True
RAS,Rasht,IR,0.13,not_assessed,True
RBA,Rabat,MA,2.1,not_assessed,True
RBQ,,BO,,not_assessed,False
RBR,Rio Branco,BR,0.5,not_assessed,True
RBY,,US,,not_assessed,False
RCB,,ZA,,not_assessed,False
RCE,,US,,not_assessed,False
RCH,Riohacha,CO,0.62,not_assessed,True
RCU,RCU,,,not_assessed,True
RDD,Redding,US,0.18,not_assessed,True
RDM,,US,,not_assessed,False
RDP,RDP,,0.6,not_assessed,True
RDU,Raleigh/Durham,US,16.4,tightening,True
RDZ,Rodez,FR,0.24,not_assessed,True
REC,Recife,BR,9.37,headroom,True
REG,Reggio Di Calabria,IT,1.02,not_assessed,True
REL,Trelew,AR,0.3,not_assessed,True
REN,Orenburg,RU,0.79,not_assessed,True
REP,Siem Reap,,,headroom,True
RES,Resistencia,AR,0.21,not_assessed,True
RET,Rost,NO,0.04,not_assessed,True
REU,Reus,ES,,too_short,True
REX,Reynosa,MX,0.46,not_assessed,True
RFD,Chicago,US,0.27,not_assessed,True
RFP,Raiatea Island,PF,0.41,not_assessed,True
RGA,Rio Grande,AR,0.14,not_assessed,True
RGI,Rangiroa Island,PF,0.17,not_assessed,True
RGK,,RU,,too_short,False
RGL,Rio Gallegos,AR,,not_assessed,True
RGN,Yangon,MM,3.21,headroom,True
RHI,,US,,not_assessed,False
RHO,Rhodes,GR,5.06,headroom,True
RHR,,,,not_assessed,False
RHT,,,,not_assessed,False
RIA,Santa Maria,BR,,not_assessed,True
RIB,,BO,,not_assessed,False
RIC,Richmond,US,5.14,headroom,True
RIS,Rishiri,JP,0.07,not_assessed,True
RIW,,US,,not_assessed,False
RIX,Riga,LV,6.95,headroom,True
RIY,,YE,,too_short,False
RIZ,,,,not_assessed,False
RJA,Rajahmundry,IN,0.6,not_assessed,True
RJB,,,,too_short,False
RJH,,BD,,not_assessed,False
RJL,Logrono,ES,,not_assessed,True
RJM,,,,not_assessed,False
RKD,,US,,not_assessed,False
RKS,Rock Springs,US,0.06,not_assessed,True
RKT,Ras al Khaimah,AE,0.9,not_assessed,True
RKV,Reykjavik,IS,0.34,not_assessed,True
RKZ,Xigaze/rikaze,CN,0.16,not_assessed,True
RLG,Rostock,DE,,not_assessed,True
RLK,,CN,,not_assessed,False
RMA,Roma,AU,0.08,not_assessed,True
RMF,Marsa Alam,EG,1.2,not_assessed,True
RMI,Rimini,IT,0.39,too_short,True
RMO,,,,too_short,False
RMQ,Taichung,TW,2.61,headroom,True
RMU,RMU,,0.88,not_assessed,True
RNB,Ronneby/Karlskrona,SE,,not_assessed,True
RNI,,,,not_assessed,False
RNJ,RNJ,,0.12,not_assessed,True
RNN,Bornholm,DK,0.22,not_assessed,True
RNO,Reno,US,5.16,tightening,True
RNS,Rennes,FR,0.51,not_assessed,True
ROA,Roanoke,US,0.83,not_assessed,True
ROB,,LR,,not_assessed,False
ROC,Rochester,US,2.8,headroom,True
ROI,Roi Et,TH,0.4,not_assessed,True
ROK,Rockhampton,AU,0.69,not_assessed,True
ROO,Rondonopolis,BR,,not_assessed,True
ROP,Rota,MP,0.02,not_assessed,True
ROR,,PW,,not_assessed,False
ROS,Rosario,AR,,not_assessed,True
ROT,,NZ,,not_assessed,False
ROV,Rostov-on-Don,,,tightening,True
ROW,,US,,not_assessed,False
RPR,Raipur,IN,2.81,tightening,True
RQA,,,,not_assessed,False
RQY,,,,too_short,False
RRG,Rodrigues Island,MU,0.28,not_assessed,True
RRJ,RRJ,,0.03,too_short,True
RSA,Santa Rosa,AR,,not_assessed,True
RSD,,BS,,not_assessed,False
RSH,,US,,not_assessed,False
RST,,US,,not_assessed,False
RSU,Yeosu,KR,0.72,not_assessed,True
RSW,Fort Myers,US,11.49,tightening,True
RTB,Roatan,HN,0.64,not_assessed,True
RTG,,,,not_assessed,False
RTI,,,,not_assessed,False
RTM,Rotterdam,NL,2.34,not_assessed,True
RTW,Saratov,RU,,not_assessed,True
RUH,Riyadh,SA,42.05,headroom,True
RUL,,,,too_short,False
RUN,St-denis,RE,2.71,not_assessed,True
RUP,RUP,,,not_assessed,True
RUT,,US,,not_assessed,False
RVE,Saravena,CO,0.06,too_short,True
RVK,Rorvik,NO,0.06,not_assessed,True
RVN,Rovaniemi,FI,1.11,not_assessed,True
RXS,Roxas,PH,0.37,not_assessed,True
RYG,,,,too_short,False
RYK,,,,not_assessed,False
RYL,,,,not_assessed,False
RZE,Rzeszow,PL,0.84,not_assessed,True
RZR,Ramsar,IR,,not_assessed,True
RZV,RZV,,1.09,too_short,True
SAB,,BQ,,not_assessed,False
SAF,,US,,not_assessed,False
SAG,SAG,,0.68,not_assessed,True
SAH,,YE,,not_assessed,False
SAI,,,,too_short,False
SAL,San Salvador,SV,6.92,tightening,True
SAN,San Diego,US,26.29,at_ceiling,True
SAP,San Pedro Sula,HN,1.69,not_assessed,True
SAQ,,,,not_assessed,False
SAT,San Antonio,US,11.54,headroom,True
SAV,Savannah,US,4.37,tightening,True
SAW,Istanbul,TR,46.04,tightening,True
SBA,Santa Barbara,US,1.68,not_assessed,True
SBH,St Barthelemy,BL,0.44,headroom,True
SBN,South Bend,US,1.12,not_assessed,True
SBP,San Luis Obispo,US,0.83,not_assessed,True
SBW,Sibu,MY,1.86,not_assessed,True
SBY,,US,,not_assessed,False
SBZ,Sibiu,RO,0.6,not_assessed,True
SCC,,US,,not_assessed,False
SCE,,US,,not_assessed,False
SCF,,,,too_short,False
SCK,Sacramento,US,,not_assessed,True
SCL,Santiago,CL,25.79,tightening,True
SCM,,US,,not_assessed,False
SCN,Saarbrucken,DE,0.22,not_assessed,True
SCO,,KZ,,not_assessed,False
SCQ,Santiago de Compostela,ES,2.84,tightening,True
SCU,Santiago,CU,0.19,not_assessed,True
SCV,Suceava,RO,0.64,not_assessed,True
SCW,,RU,,not_assessed,False
SCY,,EC,,not_assessed,False
SDD,Lubango,AO,0.06,not_assessed,True
SDE,Santiago del Estero,AR,0.21,not_assessed,True
SDF,Louisville,US,4.87,headroom,True
SDG,Sanandaj,IR,,too_short,True
SDJ,Sendai,JP,4.13,tightening,True
SDK,Sandakan,MY,1.24,not_assessed,True
SDL,Sundsvall/Harnosand,SE,,not_assessed,True
SDN,Sandane,NO,0.08,not_assessed,True
SDQ,Santo Domingo,DO,5.37,tightening,True
SDR,Santander,ES,1.02,not_assessed,True
SDU,Rio de Janeiro,BR,6.87,headroom,True
SDV,,,,not_assessed,False
SDY,,US,,not_assessed,False
SEA,Seattle,US,50.78,tightening,True
SEB,,LY,,too_short,False
SEN,Southend,GB,0.73,not_assessed,True
SEU,,,,not_assessed,False
SEZ,Mahe Island,SC,1.51,headroom,True
SFA,Sfax,TN,0.18,not_assessed,True
SFB,Orlando,US,3.07,tightening,True
SFG,St Martin,MF,0.31,not_assessed,True
SFL,Sao Filipe,CV,0.08,not_assessed,True
SFN,,AR,,not_assessed,False
SFO,San Francisco,US,52.53,headroom,True
SFS,SFS,,,too_short,False
SFT,Skelleftea,SE,0.36,not_assessed,True
SGC,Surgut,RU,1.73,not_assessed,True
SGD,SGD,,0.08,not_assessed,True
SGF,Springfield,US,1.47,tightening,True
SGN,Ho Chi Minh City,VN,42.62,headroom,True
SGU,,US,,not_assessed,False
SGY,,US,,not_assessed,False
SHA,Shanghai,CN,48.47,headroom,True
SHB,Nakashibetsu,JP,0.29,not_assessed,True
SHC,,ET,,not_assessed,False
SHD,,US,,not_assessed,False
SHE,Shenyang,CN,23.23,headroom,True
SHF,,,,not_assessed,False
SHG,,US,,not_assessed,False
SHH,,US,,not_assessed,False
SHI,SHI,,0.57,too_short,True
SHJ,Sharjah,AE,16.11,headroom,True
SHL,Shillong,IN,0.12,not_assessed,True
SHM,Nanki Shirahama,JP,0.29,not_assessed,True
SHO,SHO,,0.17,not_assessed,True
SHP,,,,too_short,False
SHR,,US,,not_assessed,False
SHS,SHS,,1.55,too_short,True
SHV,Shreveport,US,0.81,not_assessed,True
SHW,Sharurah,SA,0.18,not_assessed,True
SHX,,US,,not_assessed,False
SIC,,,,not_assessed,False
SID,Sal Island,CV,1.22,not_assessed,True
SIF,,NP,,not_assessed,False
SIG,SIG,,0.06,not_assessed,True
SIN,Singapore,SG,69.58,headroom,True
SIP,Simferopol,,,headroom,True
SIT,,US,,not_assessed,False
SIU,,,,not_assessed,False
SJC,San Jose,US,11.63,headroom,True
SJD,San Jose Cabo,MX,7.57,tightening,True
SJI,San Jose,PH,,too_short,True
SJJ,Sarajevo,BA,2.28,not_assessed,True
SJO,San Jose,CR,7.47,headroom,True
SJP,Sao Jose do Rio Preto,BR,0.89,not_assessed,True
SJT,,US,,not_assessed,False
SJU,San Juan,PR,13.07,headroom,True
SJW,Shijiazhuang,CN,11.76,headroom,True
SJZ,Sao Jorge Island,PT,0.12,not_assessed,True
SKB,,KN,,not_assessed,False
SKD,Samarkand,UZ,1.3,not_assessed,True
SKG,Thessaloniki,GR,7.65,tightening,True
SKH,,,,not_assessed,False
SKK,,US,,not_assessed,False
SKN,Stokmarknes,NO,0.15,not_assessed,True
SKO,Sokoto,NG,0.16,not_assessed,True
SKP,Skopje,MK,3.05,tightening,True
SKT,Sialkot,PK,1.03,not_assessed,True
SKX,,,,not_assessed,False
SKZ,Sukkur,PK,0.03,not_assessed,True
SLA,Salta,AR,1.45,not_assessed,True
SLC,Salt Lake City,US,27.07,headroom,True
SLI,,ZM,,not_assessed,False
SLK,,US,,not_assessed,False
SLL,Salalah,OM,1.38,not_assessed,True
SLN,,US,,not_assessed,False
SLP,San Luis Potosi,MX,0.86,not_assessed,True
SLU,St Lucia,LC,0.23,not_assessed,True
SLV,Simla,IN,0.06,too_short,True
SLW,,MX,,not_assessed,False
SLY,,RU,,not_assessed,False
SLZ,Sao Luiz,BR,1.77,not_assessed,True
SMA,Santa Maria Island,PT,0.13,not_assessed,True
SMF,Sacramento,US,14.54,headroom,True
SMI,Samos,GR,0.35,not_assessed,True
SMK,,US,,not_assessed,False
SML,,BS,,not_assessed,False
SMQ,,ID,,not_assessed,False
SMR,Santa Marta,CO,3.65,headroom,True
SMS,,MG,,not_assessed,False
SMT,SMT,,0.07,not_assessed,True
SMX,Santa Maria,US,,not_assessed,True
SNA,Santa Ana,US,11.45,tightening,True
SNE,Sao Nicolau Island,CV,,too_short,True
SNN,Shannon,IE,2.18,not_assessed,True
SNO,Sakon Nakhon,TH,0.37,not_assessed,True
SNU,Santa Clara,CU,0.35,not_assessed,True
SNW,,MM,,not_assessed,False
SOC,Solo City,ID,0.98,not_assessed,True
SOF,Sofia,BG,7.87,headroom,True
SOG,Sogndal,NO,0.16,not_assessed,True
SOJ,Sorkjosen,NO,,not_assessed,True
SOM,,,,too_short,False
SON,,VU,,not_assessed,False
SOQ,,ID,,not_assessed,False
SOU,Southampton,GB,1.0,headroom,True
SOV,,US,,not_assessed,False
SOW,,US,,not_assessed,False
SOY,,GB,,not_assessed,False
SPB,,VI,,not_assessed,False
SPC,Santa Cruz de la Palma,ES,1.49,tightening,True
SPD,,BD,,not_assessed,False
SPI,Springfield,US,0.12,not_assessed,True
SPN,Saipan,MP,0.41,not_assessed,True
SPR,San Pedro,BZ,,headroom,True
SPS,,US,,not_assessed,False
SPU,Split,HR,3.75,tightening,True
SPX,SPX,,1.27,too_short,True
SPY,,,,not_assessed,False
SQD,,,,not_assessed,False
SQG,,ID,,not_assessed,False
SQJ,,,,not_assessed,False
SRE,,BO,,not_assessed,False
SRG,Semarang,ID,2.61,headroom,True
SRI,,,,not_assessed,False
SRQ,Sarasota/Bradenton,US,4.76,tightening,True
SRY,Sari,IR,,not_assessed,True
SSA,Salvador,BR,7.45,headroom,True
SSB,,VI,,not_assessed,False
SSG,Malabo,GQ,0.45,not_assessed,True
SSH,Sharm El-Sheikh,EG,4.86,tightening,True
SSJ,Sandnessjoen,NO,0.11,not_assessed,True
STD,,VE,,not_assessed,False
STI,Santiago,DO,2.15,not_assessed,True
STL,St Louis,US,16.67,headroom,True
STM,Santarem,BR,0.51,not_assessed,True
STN,London,GB,27.97,tightening,True
STR,Stuttgart,DE,9.66,headroom,True
STS,Santa Rosa,US,0.85,not_assessed,True
STT,St Thomas Island,VI,1.57,headroom,True
STV,Surat,IN,1.85,not_assessed,True
STW,,RU,,not_assessed,False
STX,St Croix Island,VI,0.51,not_assessed,True
SUB,Surabaya,ID,16.53,headroom,True
SUF,Lamezia Terme,IT,2.79,not_assessed,True
SUG,Surigao,PH,0.07,not_assessed,True
SUN,Sun Valley,US,0.33,not_assessed,True
SUP,,,,not_assessed,False
SUR,,CA,,not_assessed,False
SUV,Suva,FJ,0.37,not_assessed,True
SUX,Sioux City,US,0.06,not_assessed,True
SVA,,US,,not_assessed,False
SVB,,MG,,not_assessed,False
SVC,,US,,not_assessed,False
SVD,,VC,,not_assessed,False
SVG,Stavanger,NO,4.17,headroom,True
SVJ,Svolvaer,NO,0.14,not_assessed,True
SVK,,,,not_assessed,False
SVO,Moscow,RU,32.28,headroom,True
SVQ,Sevilla,ES,8.86,tightening,True
SVU,,FJ,,not_assessed,False
SVX,Yekaterinburg,RU,7.26,headroom,True
SVZ,,,,too_short,False
SWA,Jieyang (Shantou),CN,,headroom,True
SWF,Newburgh,US,0.3,not_assessed,True
SWO,SWO,,0.08,not_assessed,True
SWQ,,,,not_assessed,False
SWT,,,,too_short,False
SXB,Strasbourg,FR,1.32,not_assessed,True
SXF,,DE,,headroom,False
SXK,,,,not_assessed,False
SXM,St Maarten,SX,2.1,headroom,True
SXP,,US,,not_assessed,False
SXR,Srinagar,IN,3.58,tightening,True
SXV,SXV,,0.18,not_assessed,True
SXZ,SXZ,,,too_short,True
SYD,Sydney,AU,42.98,headroom,True
SYJ,SYJ,,,not_assessed,True
SYM,Simao,CN,0.2,not_assessed,True
SYO,Shonai,JP,0.45,not_assessed,True
SYQ,,,,not_assessed,False
SYR,Syracuse,US,2.82,headroom,True
SYX,Sanya,CN,21.78,headroom,True
SYY,Stornoway,GB,0.15,not_assessed,True
SYZ,Shiraz,IR,1.39,not_assessed,True
SZA,Soyo,AO,,not_assessed,True
SZB,Kuala Lumpur,MY,2.04,headroom,True
SZE,,,,not_assessed,False
SZF,Carsamba,TR,1.52,not_assessed,True
SZG,Salzburg,AT,1.71,not_assessed,True
SZH,,,,too_short,False
SZK,,,,not_assessed,False
SZX,Shenzhen,CN,65.05,headroom,True
SZZ,Szczecin,PL,0.44,not_assessed,True
TAB,Tobago,TT,0.69,not_assessed,True
TAC,Tacloban,PH,1.68,not_assessed,True
TAE,Daegu,KR,2.58,not_assessed,True
TAG,Tagbilaran,PH,2.29,not_assessed,True
TAH,,VU,,not_assessed,False
TAK,Takamatsu,JP,2.26,not_assessed,True
TAL,,US,,not_assessed,False
TAM,Tampico,MX,0.63,not_assessed,True
TAO,Qingdao,CN,26.72,headroom,True
TAP,Tapachula,MX,0.49,not_assessed,True
TAS,Tashkent,UZ,9.06,tightening,True
TAY,,EE,,not_assessed,False
TAZ,,,,not_assessed,False
TBB,Tuyhoa,VN,0.3,not_assessed,True
TBG,,PG,,not_assessed,False
TBI,,BS,,not_assessed,False
TBN,,US,,not_assessed,False
TBO,,TZ,,too_short,False
TBP,Tumbes,PE,0.41,not_assessed,True
TBS,Tbilisi,GE,5.19,tightening,True
TBT,Tabatinga,BR,0.08,not_assessed,True
TBW,,RU,,not_assessed,False
TBZ,Tabriz,IR,0.66,not_assessed,True
TCB,,BS,,not_assessed,False
TCG,,CN,,not_assessed,False
TCO,Tumaco,CO,0.15,not_assessed,True
TCQ,Tacna,PE,0.54,not_assessed,True
TCR,Tuticorin,IN,0.29,not_assessed,True
TCZ,Tengchong,CN,0.97,not_assessed,True
TDD,,BO,,not_assessed,False
TDK,,,,not_assessed,False
TDX,Trat,TH,0.09,not_assessed,True
TEE,Tebessa,DZ,0.05,not_assessed,True
TEN,Tongren,CN,0.72,not_assessed,True
TEQ,Tekirdag,TR,,not_assessed,True
TER,Terceira,PT,1.05,not_assessed,True
TET,Tete,MZ,0.1,not_assessed,True
TEX,,US,,not_assessed,False
